playerIdOpta,playerNameOpta,playerNameWy,playerIdWy,Ratio,value
154043,Ainsley Maitland-Niles,Ainsley Maitland-Niles,279717,Dribble,1.588235294117647
154566,Dominic Solanke,Dominic Solanke,286831,Dribble,1.0714285714285714
155408,Lewis Cook,Lewis Cook,302518,Dribble,1.7073170731707317
155513,Rolando Aarons,Rolando Aarons,337225,Dribble,2.0
155569,Daniel Amartey,Daniel Amartey,217078,Dribble,1.2
156074,Rob Holding,Rob Holding,370224,Dribble,1.4285714285714286
157668,Harry Winks,Harry Winks,240070,Dribble,1.6666666666666667
158534,Kyle Walker-Peters,Kyle Walker-Peters,402884,Dribble,2.0
160190,Kasey Palmer,Kasey Palmer,279709,Dribble,0.75
163526,Edimilson Fernandes,Edimilson Fernandes,265318,Dribble,1.6666666666666667
165809,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,265673,Dribble,1.8
167075,Wesley Hoedt,Wesley Hoedt,268776,Dribble,2.0
167473,José Izquierdo,José Heriberto Izquierdo Mena,91381,Dribble,1.8387096774193548
167522,Jordan Hugill,Jordan Hugill,280157,Dribble,1.0
168566,Georges-Kévin Nkoudou,Georges-Kevin N'Koudou Mbida,270828,Dribble,1.9
168580,Ayoze Pérez,Ayoze Pérez Gutiérrez,230883,Dribble,1.1864406779661016
168991,Philip Billing,Philip Billing,303357,Dribble,1.1666666666666667
169102,Tiemoué Bakayoko,Tiemoué Bakayoko,28291,Dribble,1.65625
169141,Steve Mounie,Steve Mounié,214654,Dribble,3.0
169187,Trent Alexander-Arnold,Trent Alexander-Arnold,346101,Dribble,1.4444444444444444
169359,Matt Targett,Matt Targett,281135,Dribble,3.0
169432,Oliver McBurnie,Oliver McBurnie,288865,Dribble,1.0
171162,Charly Musonda,Charly Junior Musonda,212651,Dribble,1.0
171287,Joseph Gomez,Joe Gomez,257899,Dribble,2.076923076923077
171319,Renato Sanches,Renato Júnior Luz Sanches,258162,Dribble,1.2222222222222223
171771,Jan Bednarek,Jan Bednarek,240032,Dribble,
172246,Florent Hadergjonaj,Florent Hadergjonaj,282550,Dribble,1.7894736842105263
172567,Josh Cullen,Josh Cullen,365707,Dribble,
172632,Demarai Gray,Demarai Gray,283142,Dribble,2.1142857142857143
172850,Ben Chilwell,Ben Chilwell,350976,Dribble,1.2291666666666667
173515,Kelechi Iheanacho,Kelechi Promise Iheanacho,285508,Dribble,1.8461538461538463
173792,Reece Oxford,Reece Oxford,340476,Dribble,
173807,Tom Davies,Tom Davies,353236,Dribble,1.2222222222222223
173879,Tammy Abraham,Tammy Abraham,343951,Dribble,1.2045454545454546
173904,Davinson Sánchez,Davinson Sánchez Mina,257762,Dribble,1.25
173954,Jairo Riedewald,Jaïro Riedewald,240559,Dribble,1.0
174594,Lukas Nmecha,Lukas Nmecha,353241,Dribble,
177815,Dominic Calvert-Lewin,Dominic Calvert-Lewin,293687,Dribble,1.3157894736842106
178304,Lys Mousset,Lys Mousset,245813,Dribble,1.393939393939394
180151,Nikola Vlasic,Nikola Vlašić,284476,Dribble,1.8181818181818181
182156,Leroy Sané,Leroy Sané,245364,Dribble,1.7108433734939759
182436,Ben Woodburn,Ben Woodburn,351808,Dribble,
184667,Victor Lindelöf,Victor Nilsson Lindelöf,71703,Dribble,1.5
192290,Connor Roberts,Connor Roberts,386197,Dribble,0.5
194164,Mason Holgate,Mason Holgate,355937,Dribble,1.4
195384,Mikel Merino,Mikel Merino Zazón,339789,Dribble,1.0769230769230769
195851,Scott McTominay,Scott McTominay,397174,Dribble,2.0
195855,Beni Baningime,Beni Baningime,447379,Dribble,1.6666666666666667
195864,Sam Field,Sam Field,434159,Dribble,2.0
197365,Eric Bailly,Eric Bertrand Bailly,256998,Dribble,1.0
197469,Hamza Choudhury,Hamza Choudhury,419784,Dribble,1.0
197937,Oliver Burke,Oliver Burke,346071,Dribble,1.1
199598,Ethan Ampadu,Ethan Ampadu,423162,Dribble,
200089,Joseph Willock,Joe Willock,346159,Dribble,0.5
200641,Reiss Nelson,Reiss Nelson,397098,Dribble,0.375
201084,Timothy Fosu-Mensah,Timothy Fosu-Mensah,397168,Dribble,1.0
201666,Harvey Barnes,Harvey Barnes,448708,Dribble,
204480,Declan Rice,Declan Rice,379209,Dribble,1.0
205102,Ramadan Sobhi,Ramadan Sobhi,332605,Dribble,1.55
205533,Eddie Nketiah,Eddie Nketiah,346158,Dribble,
205651,Gabriel Jesus,Gabriel Fernando de Jesus,340386,Dribble,2.5
206325,Oleksandr Zinchenko,Oleksandr Zinchenko,241564,Dribble,3.0
209046,Callum Hudson-Odoi,Callum Hudson-Odoi,450826,Dribble,2.5
209244,Phil Foden,Phil Foden,447205,Dribble,0.75
210207,Fousseni Diabaté,Fousseni Diabaté,277002,Dribble,1.8571428571428572
210237,Marko Grujic,Marko Grujić,237268,Dribble,
212319,Richarlison,Richarlison de Andrade,377071,Dribble,1.1067961165048543
214590,Aaron Wan-Bissaka,Aaron Wan-Bissaka,486252,Dribble,1.6666666666666667
216183,Brahim Díaz,Brahim Abdelkader Diaz,404397,Dribble,1.25
219002,Dodi Lukébakio,Dodi Lukebakio,291528,Dribble,
219352,Ademola Lookman,Ademola Lookman,406682,Dribble,2.3333333333333335
220598,Michael Obafemi,Michael Obafemi,447538,Dribble,
222434,Jack Simpson,Jack Simpson,415747,Dribble,
232427,Rekeem Harper,Rekeem Harper,447254,Dribble,
233963,Konstantinos Mavropanos,Konstantinos Mavropanos,413002,Dribble,1.0
246878,Abdelhamid Sabiri,Abdelhamid Sabiri,442211,Dribble,1.3333333333333333
433154,Dwight McNeil,Dwight McNeil,532949,Dribble,
1632,Gareth Barry,Gareth Barry,8314,Pass,1.0993150684931507
2404,Michael Carrick,Michael Carrick,7928,Pass,1.03125
2513,Jamie Murphy,Jamie Murphy,62091,Pass,1.0975609756097562
3773,Peter Crouch,Peter Crouch,8747,Pass,1.678851174934726
5589,Dean Whitehead,Dean Whitehead,8745,Pass,1.1590909090909092
6744,Lee Grant,Lee Grant,8935,Pass,1.8235294117647058
7645,Phil Jagielka,Phil Jagielka,8245,Pass,1.0524625267665952
7906,Damien Delaney,Damien Delaney,8583,Pass,1.0
7958,Jermain Defoe,Jermain Defoe,8296,Pass,1.1311475409836065
8380,James Collins,James Michael Collins,8005,Pass,1.029100529100529
9047,Glen Johnson,Glen Johnson,7957,Pass,1.2872340425531914
9089,Ben Foster,Ben Foster,8358,Pass,1.9913793103448276
9808,Zlatan Ibrahimovic,Zlatan Ibrahimović,20420,Pass,1.0684931506849316
11334,Petr Cech,Petr Čech,7882,Pass,1.5079825834542815
11352,Bruno,Bruno Saltor Grau,3278,Pass,1.2248995983935742
11554,Julian Speroni,Julián Speroni,8391,Pass,2.0
11829,Wayne Routledge,Wayne Routledge,77557,Pass,1.0727272727272728
11974,Eldin Jakupovic,Eldin Jakupovic,93084,Pass,1.75
12745,Leighton Baines,Leighton Baines,8239,Pass,1.3069948186528497
12813,Jonathan Walters,Jonathan Walters,8752,Pass,1.8333333333333333
13017,Wayne Rooney,Wayne Rooney,7944,Pass,1.1080357142857142
13152,Andy King,Andy King,8498,Pass,1.0526315789473684
14075,Patrice Evra,Patrice Evra,7915,Pass,1.3186813186813187
14295,Darren Fletcher,Darren Fletcher,7932,Pass,1.099502487562189
15033,Wes Morgan,Wes Morgan,8488,Pass,1.047945205479452
15137,Liam Rosenior,Liam Rosenior,9622,Pass,1.2535211267605635
15149,Simon Francis,Simon Francis,9279,Pass,1.2143322475570033
15157,James Milner,James Milner,8319,Pass,1.1106585200271555
15237,Andrew Surman,Andrew Surman,8351,Pass,1.082129963898917
15749,Joe Hart,Joe Hart,8301,Pass,1.8633540372670807
17127,Per Mertesacker,Per Mertesacker,7856,Pass,1.0600858369098713
17339,Steven Davis,Steven Davis,61988,Pass,1.0622568093385214
17349,Aaron Lennon,Aaron Lennon,8284,Pass,1.0543259557344065
17476,Vincent Kompany,Vincent Kompany,8307,Pass,1.0309130122214234
17745,Kasper Schmeichel,Kasper Schmeichel,8480,Pass,1.7871674491392802
17761,James Tarkowski,James Tarkowski,9433,Pass,1.0719844357976653
17997,Phil Bardsley,Phil Bardsley,8516,Pass,1.410071942446043
18006,Martin Cranie,Martin Cranie,8761,Pass,1.058139534883721
18008,James Morrison,James Morrison,8374,Pass,1.011111111111111
18073,Mark Noble,Mark Noble,8561,Pass,1.097991967871486
18656,Heurelho Gomes,Heurelho da Silva Gomes,8266,Pass,1.9234693877551021
18892,Ashley Young,Ashley Young,7939,Pass,1.2375
19151,Chris Brunt,Chris Brunt,8370,Pass,1.2323462414578588
19159,Ashley Williams,Ashley Williams,77546,Pass,1.0250696378830084
19188,Scott Dann,Scott Dann,8186,Pass,1.0570902394106814
19197,Jason Puncheon,Jason Puncheon,8142,Pass,1.144736842105263
19272,Gareth McAuley,Gareth McAuley,8362,Pass,1.1403508771929824
19419,Gary Cahill,Gary Cahill,7887,Pass,1.0758785942492013
19568,Ibrahim Afellay,Ibrahim Afellay,3343,Pass,1.0512820512820513
19760,Fernando Llorente,Fernando Llorente Torres,3424,Pass,1.1733333333333333
19838,Robert Elliot,Rob Elliot,7974,Pass,1.8975265017667844
20037,Marc Pugh,Marc Pugh,9293,Pass,1.0406504065040652
20046,Stefano Okaka,Stefano Okaka Chuka,20505,Pass,1.1940298507462686
20066,Wayne Hennessey,Wayne Hennessey,8425,Pass,1.9577114427860696
20145,Adrian Mariappa,Adrian Mariappa,8889,Pass,1.100642398286938
20452,Shane Long,Shane Long,8384,Pass,1.2323529411764707
20467,Theo Walcott,Theo Walcott,7879,Pass,1.0862068965517242
20481,Stephen Ireland,Stephen Ireland,8017,Pass,1.044776119402985
20529,Glenn Murray,Glenn Murray,8416,Pass,1.281663516068053
20658,Pablo Zabaleta,Pablo Javier Zabaleta Girod,8313,Pass,1.3399833748960932
20664,David Silva,David Josué Jiménez Silva,8317,Pass,1.057934508816121
20695,Luis Antonio Valencia,Luis Antonio Valencia Mosquera,7938,Pass,1.1941570298234936
21205,Tom Heaton,Tom Heaton,77502,Pass,2.3076923076923075
26901,Kevin Mirallas,Kevin Mirallas,92922,Pass,1.0535714285714286
27341,Yohan Cabaye,Yohan Cabaye,7988,Pass,1.1504
27462,Jesús Gámez,Jesús Gámez Duarte,3557,Pass,1.1090909090909091
27789,Fernandinho,Fernando Luiz Rosa,105339,Pass,1.0552427867698804
28147,Mohamed Diamé,Mohamed Diamé,8620,Pass,1.0898282694848085
28654,Martin Olsson,Martin Olsson,8192,Pass,1.285024154589372
33148,Claudio Bravo,Claudio Andrés Bravo Muñoz,3662,Pass,1.392156862745098
33871,Ragnar Klavan,Ragnar Klavan,74,Pass,1.0778761061946902
37096,Lukasz Fabianski,Łukasz Fabiański,7847,Pass,1.8254649499284692
37265,Alexis Sánchez,Alexis Alejandro Sánchez Sánchez,3361,Pass,1.1036671368124118
37402,Christian Fuchs,Christian Fuchs,14853,Pass,1.3607103218645948
37572,Sergio Agüero,Sergio Leonel Agüero del Castillo,8325,Pass,1.0673234811165846
37605,Mesut Özil,Mesut Özil,3319,Pass,1.0798882681564246
37642,Jonny Evans,Jonny Evans,7914,Pass,1.079034028540066
37742,Younes Kaboul,Younes Kaboul,8272,Pass,1.0
37869,Ryan Shawcross,Ryan Shawcross,8731,Pass,1.122689075630252
37915,Hugo Lloris,Hugo Lloris,25381,Pass,1.4319018404907975
38038,Ben Hamer,Ben Hamer,8066,Pass,1.5925925925925926
38290,Danny Rose,Danny Rose,8292,Pass,1.364795918367347
38411,Nacho Monreal,Ignacio Monreal Eraso,3560,Pass,1.0720188902007084
38439,Etienne Capoue,Etienne Capoue,25798,Pass,1.0193003618817853
38454,Dejan Lovren,Dejan Lovren,25393,Pass,1.061439438267993
38490,Beram Kayal,Beram Kayal,61961,Pass,1.053811659192825
38499,Tomer Hemed,Tomer Hemed,3657,Pass,1.4720496894409938
39104,Mousa Dembélé,Moussa Sidi Yaya Dembélé,11152,Pass,1.046886446886447
39155,Adam Lallana,Adam Lallana,8140,Pass,1.0601851851851851
39194,Jan Vertonghen,Jan Vertonghen,48,Pass,1.0725738396624473
39215,Michel Vorm,Michel Vorm,77536,Pass,2.1666666666666665
39487,Erik Pieters,Erik Pieters,107,Pass,1.2584053794428434
39847,Steven Defour,Steven Defour,70092,Pass,1.042198233562316
40002,Matteo Darmian,Matteo Darmian,21095,Pass,1.3010204081632653
40142,Andy Carroll,Andy Carroll,7970,Pass,1.4316939890710383
40145,Jack Cork,Jack Cork,8125,Pass,1.0496083550913837
40146,Ryan Bertrand,Ryan Bertrand,7885,Pass,1.2880685563612393
40349,Asmir Begovic,Asmir Begović,8726,Pass,1.8986928104575163
40383,Fraser Forster,Fraser Forster,61941,Pass,1.7894736842105263
40387,Dan Gosling,Dan Gosling,7989,Pass,1.097037793667007
40399,Sam Vokes,Sam Vokes,9127,Pass,1.8424657534246576
40555,Joe Allen,Joe Allen,77548,Pass,1.077572964669739
40616,Stephen Ward,Stephen Ward,8433,Pass,1.2942942942942943
40669,Angelo Ogbonna,Angelo Obinze Ogbonna,21100,Pass,1.0189620758483033
40725,Danny Simpson,Danny Simpson,149019,Pass,1.3233665559246954
40755,Daniel Sturridge,Daniel Sturridge,7907,Pass,1.1164383561643836
40784,Mamadou Sakho,Mamadou Sakho,25430,Pass,1.0376569037656904
40833,Jérémy Pied,Jérémy Pied,25415,Pass,1.1941747572815533
40845,Dale Stephens,Dale Stephens,8086,Pass,1.0285714285714285
40868,José Holebas,José Holebas,92899,Pass,1.5504587155963303
41184,Marouane Fellaini,Marouane Fellaini-Bakkioui,8249,Pass,1.0785907859078592
41270,David Luiz,David Luiz Moreira Marinho,7892,Pass,1.0622317596566524
41320,Charlie Daniels,Charlie Daniels,9285,Pass,1.280202403542062
41321,Yohan Benalouane,Yohan Benalouane,21333,Pass,1.4615384615384615
41328,César Azpilicueta,César Azpilicueta Tanco,25553,Pass,1.0777736822705493
41338,Craig Cathcart,Craig Cathcart,9403,Pass,1.0163934426229508
41464,Marko Arnautovic,Marko Arnautović,14703,Pass,1.0986937590711177
41674,Kevin Long,Kevin Long,10108,Pass,1.064327485380117
41725,Troy Deeney,Troy Deeney,8903,Pass,1.38
41733,Georginio Wijnaldum,Georginio Wijnaldum,116,Pass,1.04734693877551
41792,Aaron Ramsey,Aaron Ramsey,7870,Pass,1.051028806584362
41823,Fabian Delph,Fabian Delph,8464,Pass,1.1369949494949494
41945,Sebastian Prödl,Sebastian Prödl,14688,Pass,1.0418181818181818
42427,Kieran Gibbs,Kieran Gibbs,7853,Pass,1.308560677328316
42564,Eric Maxim Choupo-Moting,Jean-Eric Maxim Choupo-Moting,15198,Pass,1.107890499194847
42748,Gaëtan Bong,Gaëtan Bong Songo,26495,Pass,1.3569651741293531
42774,Morgan Schneiderlin,Morgan Schneiderlin,8143,Pass,1.0642458100558658
42786,Eden Hazard,Eden Hazard,25707,Pass,1.0851544837980407
42899,Sergio Romero,Sergio Germán Romero,20606,Pass,2.0833333333333335
43250,Tom Cleverley,Tom Cleverley,7929,Pass,1.145235892691952
43521,Henri Saivet,Henri Saivet,25604,Pass,1.04
43670,Juan Mata,Juan Manuel Mata García,7906,Pass,1.1069958847736625
43808,Markus Suttner,Markus Suttner,64966,Pass,1.3133047210300428
44343,Bakary Sako,Bakary Sako,25865,Pass,1.2519685039370079
44346,Olivier Giroud,Olivier Giroud,26010,Pass,1.2751677852348993
44604,Nordin Amrabat,Nordin Amrabat,32968,Pass,1.164179104477612
44683,Jay Rodriguez,Jay Rodriguez,8958,Pass,1.182108626198083
44699,Ashley Barnes,Ashley Barnes,9123,Pass,1.2444987775061125
45124,André Ayew,André Ayew Pelé,25572,Pass,1.1350844277673546
45268,Moussa Sissoko,Moussa Sissoko,25804,Pass,1.056338028169014
46483,Adrien Silva,Adrien Sebastian Perruchet Silva,70403,Pass,1.0812807881773399
48332,Orestis Karnezis,Orestis Karnezis,92864,Pass,2.0
48615,Harry Arter,Harry Arter,9283,Pass,1.0666666666666667
48717,Winston Reid,Winston Reid,8553,Pass,1.026275115919629
48844,David Ospina,David Ospina Ramírez,25662,Pass,1.6179775280898876
49013,Victor Moses,Victor Moses,8625,Pass,1.2522321428571428
49277,Leroy Fer,Leroy Fer,262,Pass,1.0954003407155026
49413,James Tomkins,James Tomkins,8554,Pass,1.0656324582338903
49440,Hal Robson-Kanu,Hal Robson-Kanu,8686,Pass,1.1685393258426966
49579,Pedro,Pedro Eliezer Rodríguez Ledesma,3360,Pass,1.0428994082840237
49944,Jake Livermore,Jake Livermore,8285,Pass,1.0569029850746268
50229,Matt Phillips,Matt Phillips,9414,Pass,1.2158894645941278
50471,James McArthur,James McArthur,8623,Pass,1.0715686274509804
50472,James McCarthy,James McCarthy,8624,Pass,1.0
51344,Rajiv van La Parra,Rajiv van La Parra,173,Pass,1.0507246376811594
51507,Laurent Koscielny,Laurent Koscielny,7855,Pass,1.0587882423515298
51927,Ben Mee,Ben Mee,8944,Pass,1.0574488802336903
51938,Marc Albrighton,Marc Albrighton,8013,Pass,1.1725383920505872
51940,David de Gea,David de Gea Quintana,7910,Pass,1.7584541062801933
52153,Miguel Britos,Miguel Ángel Britos Cabrera,21160,Pass,1.0896739130434783
52940,Daryl Janmaat,Daryl Janmaat,160,Pass,1.2664233576642336
54102,Jack Wilshere,Jack Wilshere,7873,Pass,1.0459770114942528
54284,Chris Löwe,Chris Löwe,14796,Pass,1.311178247734139
54469,Adam Smith,Adam Smith,8460,Pass,1.2163043478260869
54513,Vicente Iborra,Vicente Iborra De La Fuente,3928,Pass,1.048780487804878
54694,Pierre-Emerick Aubameyang,Pierre-Emerick Aubameyang,25867,Pass,1.1122112211221122
54756,Victor Wanyama,Victor Wanyama,61967,Pass,1.0505902192242833
54861,Christian Benteke,Christian Benteke Liolo,38031,Pass,1.6625615763546797
54908,Nacer Chadli,Nacer Chadli,261,Pass,1.1492537313432836
55037,Cheikhou Kouyaté,Cheikhou Kouyaté,37725,Pass,1.132641291810842
55422,Gylfi Sigurdsson,Gylfi Þór Sigurðsson,77558,Pass,1.2264957264957266
55452,Yannick Bolasie,Yannick Bolasie Yala,9194,Pass,1.1115702479338843
55459,Aaron Cresswell,Aaron Cresswell,8582,Pass,1.2762962962962963
55494,Joel Ward,Joel Ward,8221,Pass,1.3125884016973126
55605,Toby Alderweireld,Toby Alderweireld,36,Pass,1.0367483296213809
55909,Chris Smalling,Chris Smalling,7922,Pass,1.0644257703081232
56864,Francis Coquelin,Francis Coquelin,7864,Pass,1.0212765957446808
56872,Junior Stanislas,Junior Stanislas,8959,Pass,1.1629327902240325
56917,Steve Cook,Steve Cook,9277,Pass,1.1281224818694602
56979,Jordan Henderson,Jordan Brian Henderson,7964,Pass,1.0632847815168258
56983,Matt Ritchie,Matt Ritchie,9227,Pass,1.2100283822138127
57001,Wilfried Bony,Wilfried Guemiand Bony,471,Pass,1.3571428571428572
57112,Eliaquim Mangala,Eliaquim Mangala,70085,Pass,1.0801033591731266
57145,Federico Fernández,Federico Fernández,21164,Pass,1.0437017994858613
57249,Henrikh Mkhitaryan,Henrikh Mkhitaryan,105338,Pass,1.1106514994829368
57328,Nathaniel Clyne,Nathaniel Clyne,8392,Pass,1.330188679245283
57410,Nicolás Otamendi,Nicolás Hernán Otamendi,70086,Pass,1.0398110661268556
57513,Jonas Lössl,Jonas Lössl,56038,Pass,1.6686674669867947
57531,Michail Antonio,Michail Antonio,8677,Pass,1.260204081632653
57586,Luciano Narsingh,Luciano Narsingh,179,Pass,1.0735294117647058
58376,Alex McCarthy,Alex McCarthy,8580,Pass,2.1
58621,Kyle Walker,Kyle Walker,8277,Pass,1.1580310880829014
58786,Martin Kelly,Martin Kelly,7958,Pass,1.1796407185628743
58822,Cédric Soares,Cédric Ricardo Alves Soares,70389,Pass,1.2772133526850509
58845,Ciaran Clark,Ciaran Clark,8004,Pass,1.0703592814371257
58877,Daley Blind,Daley Blind,38,Pass,1.2232142857142858
59735,Karl Darlow,Karl Darlow,8826,Pass,1.8659217877094971
59779,Pedro Obiang,Pedro Mba Obiang Avomo,20620,Pass,1.063448275862069
59846,Ander Herrera,Ander Herrera Agüera,3413,Pass,1.0400390625
59859,Ilkay Gündogan,İlkay Gündoğan,14808,Pass,1.0474074074074073
59940,Kyle Bartley,Kyle Bartley,61979,Pass,1.0952380952380953
59949,Séamus Coleman,Séamus Coleman,8240,Pass,1.350785340314136
59966,Alexandre Lacazette,Alexandre Lacazette,25413,Pass,1.1308980213089803
60232,Craig Dawson,Craig Dawson,8360,Pass,1.2530933633295838
60252,Andros Townsend,Andros Townsend,8471,Pass,1.1576959395656279
60307,Pascal Groß,Pascal Groß,15526,Pass,1.1980440097799512
60551,Ashley Westwood,Ashley Westwood,8925,Pass,1.0232945091514143
60586,Jóhann Gudmundsson,Johann Berg Guðmunds­son,93,Pass,1.2226190476190477
60598,Aleksandar Dragovic,Aleksandar Dragović,49859,Pass,1.0906344410876132
60689,Chris Wood,Chris Wood,9206,Pass,1.2619047619047619
60706,Adrián,Adrián San Miguel del Castillo,3582,Pass,1.9689655172413794
60772,Thibaut Courtois,Thibaut Courtois,3429,Pass,1.4950248756218905
61366,Kevin De Bruyne,Kevin De Bruyne,38021,Pass,1.125748502994012
61548,Manolo Gabbiadini,Manolo Gabbiadini,20857,Pass,1.2063492063492063
61566,Roberto Pereyra,Roberto Maximiliano Pereyra,20593,Pass,1.0777126099706744
61603,Daniel Drinkwater,Danny Drinkwater,8495,Pass,1.0373333333333334
61604,Matty James,Matty James,192748,Pass,1.0666666666666667
61858,Mame Biram Diouf,Mame Biram Diouf,15054,Pass,1.3070539419087137
61933,Shane Duffy,Shane Duffy,8242,Pass,1.0729984301412874
62398,Nemanja Matic,Nemanja Matić,70122,Pass,1.0777687296416938
62399,Dusan Tadic,Dušan Tadić,383,Pass,1.0772532188841202
62974,Erik Lamela,Erik Lamela,20441,Pass,1.117096018735363
63370,James McClean,James McClean,8530,Pass,1.0971563981042654
66242,Davy Pröpper,Davy Pröpper,466,Pass,1.0484712900820283
66247,Marvin Zeegelaar,Marvin Zeegelaar,189821,Pass,1.3394495412844036
66749,Romelu Lukaku,Romelu Lukaku Menama,7905,Pass,1.2346278317152104
66797,Simon Mignolet,Simon Mignolet,8514,Pass,1.3976744186046512
66838,Cenk Tosun,Cenk Tosun,32636,Pass,1.198237885462555
66975,Luka Milivojevic,Luka Milivojević,127537,Pass,1.09108402822322
67089,Martin Dubravka,Martin Dúbravka,104851,Pass,1.7846153846153847
67527,Allan-Roméo Nyom,Allan-Romeo Nyom,5281,Pass,1.3293124246079615
68312,Xherdan Shaqiri,Xherdan Shaqiri,49872,Pass,1.2209631728045325
68983,Matthew Lowton,Matthew Lowton,8643,Pass,1.303131991051454
69140,Shkodran Mustafi,Shkodran Mustafi,20612,Pass,1.059782608695652
73426,Andre Gray,Andre Gray,10663,Pass,1.1439114391143912
73494,Grzegorz Krychowiak,Grzegorz Krychowiak,25537,Pass,1.077720207253886
73889,Diafra Sakho,Diafra Sakho,26610,Pass,1.697674418604651
74208,Paul Pogba,Paul Pogba,7936,Pass,1.061408789885611
74230,Patrick van Aanholt,Patrick van Aanholt,454,Pass,1.286652078774617
74375,Ezequiel Schelotto,Matias Ezequiel Schelotto,20855,Pass,1.3412526997840173
74471,Aaron Mooy,Aaron Mooy,62389,Pass,1.134054054054054
75115,Callum Wilson,Callum Wilson,11669,Pass,1.15041782729805
75773,Chung-Yong Lee,Chung-Yong Lee,8049,Pass,1.0694444444444444
76359,Phil Jones,Phil Jones,7918,Pass,1.0312204351939451
76542,Ki Sung-Yueng,Sung-Yeung Ki,61962,Pass,1.13727959697733
77359,Florian Lejeune,Florian Lejeune,3523,Pass,1.07876370887338
77777,Ahmed Hegazi,Ahmed Hegazy,119951,Pass,1.0682624113475176
77794,Kieran Trippier,Kieran Trippier,8945,Pass,1.2494279176201373
78007,Joshua King,Joshua King,9637,Pass,1.1477987421383649
78056,Oriol Romeu,Oriol Romeu Vidal,7899,Pass,1.0564102564102564
78356,Charlie Austin,Charlie Austin,8953,Pass,1.3157894736842106
78412,Shinji Okazaki,Shinji Okazaki,14763,Pass,1.1661721068249258
78830,Harry Kane,Harry Kane,8717,Pass,1.1717171717171717
79228,Pape Souaré,Pape N'Diaye Souaré,25703,Pass,1.2222222222222223
79619,Jonathan Hogg,Jonathan Hogg,8897,Pass,1.070729872084274
80146,Jordan Ayew,Jordan Ayew,25571,Pass,1.1157232704402515
80226,Serge Aurier,Serge Aurier,25785,Pass,1.2683823529411764
80447,Maya Yoshida,Maya Yoshida,703,Pass,1.0417881438289602
80607,Christian Eriksen,Christian Dannemann Eriksen,54,Pass,1.1425318761384335
80755,Danny Williams,Daniel Williams,15823,Pass,1.0415647921760391
80801,Idrissa Gueye,Idrissa Gana Gueye,25706,Pass,1.0439056356487548
81880,Alex Oxlade-Chamberlain,Alex Oxlade-Chamberlain,7868,Pass,1.127659574468085
82263,Marcos Alonso,Marcos Alonso Mendoza,8032,Pass,1.2580409356725146
82403,Wilfried Zaha,Wilfried Zaha,8422,Pass,1.0799396681749622
83283,Nathan Redmond,Nathan Redmond,8116,Pass,1.0802919708029197
83299,Lewis Dunk,Lewis Dunk,9097,Pass,1.0737877723120168
83314,Jeff Hendrick,Jeff Hendrick,8980,Pass,1.065721649484536
83543,Anthony Knockaert,Anthony Knockaert,25950,Pass,1.0942460317460319
84112,Collin Quaner,Collin Quaner,16436,Pass,1.0490654205607477
84450,Granit Xhaka,Granit Xhaka,49876,Pass,1.0921318090114325
84583,Philippe Coutinho,Philippe Coutinho Correia,3802,Pass,1.12630014858841
84939,Danny Ings,Danny Ings,8955,Pass,1.0533333333333332
85352,Bruno Martins Indi,Bruno Martins Indi,134,Pass,1.0252100840336134
85368,Christopher Schindler,Christopher Schindler,15215,Pass,1.0533834586466166
85624,Christian Kabasele,Christian Kabasele,68085,Pass,1.0606060606060606
86417,Jeffrey Schlupp,Jeffrey Schlupp,8501,Pass,1.2417417417417418
86934,Manuel Lanzini,Manuel Lanzini,41174,Pass,1.1112054329371817
87428,Elias Kachunga,Elias Kachunga,16122,Pass,1.0985074626865672
87447,Muhamed Besic,Muhamed Bešić,14886,Pass,1.2173913043478262
88482,Álvaro Morata,Álvaro Borja Morata Martín,3324,Pass,1.2024048096192386
88498,Benik Afobe,Benik Afobe,134351,Pass,1.2727272727272727
88894,Ross Barkley,Ross Barkley,8246,Pass,1.0392156862745099
88900,Jack Stephens,Jack Stephens,8136,Pass,1.1057367829021372
89085,Nathaniel Chalobah,Nathaniel Chalobah,7888,Pass,1.0823529411764705
90105,Ryan Fraser,Ryan Fraser,62224,Pass,1.1672473867595818
90517,Robbie Brady,Robbie Brady,9623,Pass,1.2590233545647558
91972,Saido Berahino,Saido Berahino,9532,Pass,1.1511627906976745
92170,Massadio Haidara,Massadio Haïdara,26109,Pass,1.0
92217,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,15808,Pass,1.1158371040723982
92383,Nahki Wells,Nahki Wells,9179,Pass,1.0588235294117647
93001,Konstantinos Stafylidis,Konstantinos Stafylidis,92947,Pass,1.47
93127,Jesé,Jesé Rodríguez Ruiz,3326,Pass,1.0728476821192052
93264,Eric Dier,Eric Dier,210044,Pass,1.0642757335817419
93464,Tom Carroll,Tom Carroll,8976,Pass,1.1361671469740633
94245,Michy Batshuayi,Michy Batshuayi Tunga,38093,Pass,1.1951219512195121
94924,Gerard Deulofeu,Gerard Deulofeu Lázaro,3348,Pass,1.0596026490066226
95658,Harry Maguire,Harry Maguire,8653,Pass,1.0859756097560975
95715,Lucas Moura,Lucas Rodrigues Moura da Silva,40765,Pass,1.0961538461538463
