matchId,playerId,minsPlayed
918906,103025,95
918918,103025,95
918927,103025,94
918936,103025,93
918947,103025,61
918953,103025,21
918966,103025,95
918980,103025,86
918988,103025,75
918999,103025,94
919008,103025,83
919022,103025,70
919026,103025,77
919038,103025,94
919048,103025,88
919061,103025,72
919068,103025,95
919077,103025,95
919091,103025,94
919097,103025,73
919107,103025,77
919114,103025,95
919127,103025,94
919156,103025,32
919168,103025,94
919176,103025,98
919191,103025,87
919204,103025,85
919218,103025,94
919223,103025,95
919238,103025,94
919244,103025,92
919196,103025,95
919258,103025,95
919271,103025,96
918893,17745,95
918906,17745,95
918918,17745,95
918927,17745,94
918936,17745,93
918947,17745,95
918953,17745,95
918966,17745,95
918980,17745,94
918988,17745,94
918999,17745,94
919008,17745,93
919022,17745,96
919026,17745,96
919038,17745,94
919048,17745,95
919061,17745,93
919068,17745,95
919077,17745,95
919091,17745,94
919097,17745,94
919107,17745,93
919114,17745,95
919127,17745,94
919137,17745,94
919148,17745,94
919156,17745,93
919168,17745,94
919176,17745,98
919191,17745,94
919204,17745,96
919218,17745,94
919223,17745,86
918893,15033,95
918906,15033,95
918918,15033,95
918927,15033,94
918936,15033,93
918947,15033,95
918953,15033,95
918966,15033,95
918980,15033,94
918988,15033,94
918999,15033,94
919008,15033,93
919022,15033,96
919026,15033,96
919038,15033,94
919048,15033,95
919061,15033,93
919068,15033,95
919077,15033,95
919091,15033,94
919097,15033,94
919107,15033,28
919168,15033,94
919176,15033,98
919191,15033,94
919204,15033,96
919218,15033,94
919223,15033,95
919244,15033,92
919196,15033,95
919258,15033,95
919271,15033,96
918893,40725,95
918906,40725,95
918918,40725,95
918927,40725,94
918936,40725,93
918947,40725,95
918953,40725,95
918966,40725,74
918980,40725,94
918988,40725,94
918999,40725,94
919008,40725,93
919022,40725,96
919026,40725,96
919038,40725,94
919048,40725,95
919061,40725,93
919068,40725,95
919077,40725,57
919148,40725,80
919156,40725,48
919168,40725,61
919191,40725,94
919204,40725,96
919218,40725,56
919223,40725,95
919196,40725,81
919271,40725,55
918893,41792,29
918909,41792,95
918917,41792,45
918923,41792,67
918934,41792,100
918943,41792,93
918954,41792,93
918974,41792,96
918984,41792,93
918996,41792,95
919004,41792,94
919013,41792,93
919024,41792,73
919034,41792,96
919049,41792,94
919113,41792,22
919134,41792,93
919144,41792,74
919164,41792,92
919203,41792,94
919234,41792,94
919196,41792,95
919254,41792,19
919265,41792,94
918893,44346,29
918909,44346,30
918917,44346,32
918923,44346,19
918934,44346,27
918943,44346,11
918954,44346,22
918972,44346,27
918984,44346,12
918996,44346,17
919024,44346,48
919034,44346,20
919049,44346,23
919058,44346,93
919064,44346,23
919134,44346,18
919151,44346,33
919153,44346,61
919170,44346,18
919178,44346,17
919185,44346,72
919194,44346,94
919205,44346,13
919216,44346,18
919229,44346,35
919250,44346,84
919236,44346,43
919256,44346,95
919268,44346,76
918893,155569,24
919077,155569,73
919097,155569,94
919107,155569,93
919114,155569,95
919127,155569,94
919137,155569,74
919176,155569,20
918893,20467,21
918909,20467,17
918954,20467,22
919073,20467,6
919103,20467,7
919113,20467,19
919126,20467,97
919137,20467,94
919144,20467,61
919154,20467,93
919171,20467,93
919174,20467,93
919186,20467,73
919199,20467,95
919207,20467,93
919217,20467,93
919230,20467,93
919237,20467,98
919245,20467,98
919272,20467,32
918893,173515,14
918927,173515,17
918936,173515,68
918947,173515,21
918953,173515,27
918966,173515,74
918988,173515,5
918999,173515,36
919008,173515,26
919137,173515,20
919148,173515,68
919156,173515,31
919168,173515,33
919176,173515,39
919191,173515,35
919223,173515,50
919238,173515,75
919244,173515,45
919196,173515,88
919258,173515,35
919271,173515,84
918893,172632,8
918906,172632,3
918918,172632,35
918927,172632,49
918936,172632,29
918947,172632,34
918953,172632,95
918980,172632,8
918988,172632,94
918999,172632,80
919008,172632,93
919022,172632,91
919026,172632,19
919038,172632,87
919048,172632,73
919061,172632,21
919068,172632,95
919077,172632,80
919091,172632,21
919097,172632,94
919107,172632,17
919114,172632,13
919127,172632,30
919137,172632,74
919148,172632,26
919168,172632,61
919191,172632,67
919204,172632,18
919218,172632,19
919223,172632,64
919238,172632,91
919244,172632,92
919196,172632,24
919258,172632,35
919271,172632,61
918894,37572,83
918908,37572,94
918913,37572,35
918928,37572,100
918941,37572,93
918948,37572,93
918976,37572,76
918996,37572,62
919015,37572,85
919031,37572,97
919039,37572,84
919057,37572,92
919069,37572,57
919078,37572,93
919089,37572,77
919095,37572,75
919108,37572,94
919117,37572,95
919128,37572,93
919138,37572,94
919146,37572,93
919156,37572,93
919164,37572,81
919178,37572,85
919219,37572,21
918894,27789,93
918908,27789,94
918913,27789,100
918928,27789,100
918941,27789,93
918948,27789,93
918955,27789,94
918968,27789,73
918976,27789,78
918992,27789,94
918996,27789,95
919008,27789,93
919015,27789,96
919031,27789,97
919039,27789,11
919047,27789,95
919057,27789,58
919069,27789,93
919078,27789,93
919089,27789,93
919095,27789,98
919108,27789,71
919117,27789,95
919128,27789,93
919138,27789,94
919146,27789,93
919156,27789,79
919190,27789,95
919207,27789,93
919219,27789,96
919252,27789,93
919198,27789,93
919259,27789,95
919269,27789,95
918894,57410,93
918908,57410,94
918913,57410,100
918928,57410,70
918941,57410,93
918948,57410,93
918955,57410,94
918968,57410,93
918976,57410,93
918992,57410,94
918996,57410,95
919015,57410,96
919031,57410,97
919039,57410,95
919047,57410,95
919057,57410,92
919069,57410,93
919078,57410,93
919089,57410,93
919095,57410,98
919108,57410,94
919117,57410,95
919128,57410,93
919138,57410,94
919146,57410,93
919156,57410,80
919164,57410,92
919178,57410,95
919190,57410,95
919207,57410,93
919219,57410,96
919231,57410,31
919252,57410,93
919259,57410,95
918894,17476,93
918908,17476,94
918913,17476,100
919008,17476,93
919015,17476,79
919031,17476,97
919047,17476,45
919078,17476,93
919089,17476,11
919146,17476,93
919164,17476,92
919190,17476,95
919207,17476,93
919219,17476,96
919231,17476,94
919239,17476,92
919198,17476,93
918894,97299,93
918908,97299,65
918928,97299,100
918941,97299,93
918948,97299,69
918955,97299,94
918968,97299,93
918976,97299,93
918992,97299,94
918996,97299,95
919008,97299,30
919108,97299,67
919117,97299,95
919128,97299,93
919156,97299,13
919259,97299,72
919269,97299,95
918894,58621,93
918908,58621,43
918928,58621,100
918941,58621,93
918948,58621,93
918955,58621,94
918968,58621,93
918976,58621,93
918992,58621,94
918996,58621,95
919008,58621,93
919015,58621,96
919031,58621,97
919039,58621,95
919047,58621,95
919069,58621,93
919078,58621,93
919089,58621,93
919095,58621,98
919108,58621,94
919117,58621,95
919128,58621,93
919138,58621,94
919146,58621,93
919156,58621,93
919164,58621,71
919178,58621,95
919190,58621,95
919207,58621,93
919231,58621,94
919252,58621,61
919259,58621,95
918894,112516,23
918954,112516,76
918963,112516,10
918982,112516,17
918985,112516,10
919000,112516,10
919005,112516,10
919017,112516,8
919025,112516,12
919035,112516,69
919045,112516,73
919065,112516,20
919104,112516,5
918894,60307,93
918906,60307,62
918921,60307,90
918924,60307,95
918933,60307,76
918944,60307,94
918954,60307,93
918963,60307,94
918982,60307,76
918985,60307,83
919000,60307,85
919005,60307,83
919017,60307,87
919025,60307,81
919035,60307,94
919045,60307,62
919065,60307,74
919074,60307,82
919084,60307,20
919099,60307,93
919104,60307,88
919122,60307,65
919124,60307,67
919140,60307,82
919145,60307,83
919159,60307,78
919165,60307,91
919173,60307,86
919186,60307,94
919204,60307,96
919215,60307,75
919224,60307,71
919235,60307,93
919243,60307,95
919198,60307,73
919255,60307,83
919266,60307,35
918894,40845,93
918906,40845,95
918921,40845,94
918924,40845,95
918933,40845,95
918944,40845,94
918954,40845,93
918963,40845,94
918982,40845,93
918985,40845,93
919000,40845,95
919005,40845,93
919017,40845,95
919025,40845,94
919035,40845,94
919045,40845,93
919062,40845,93
919065,40845,94
919074,40845,94
919084,40845,93
919099,40845,93
919104,40845,93
919122,40845,95
919124,40845,93
919140,40845,93
919145,40845,94
919159,40845,94
919165,40845,93
919173,40845,97
919215,40845,94
919224,40845,95
919235,40845,93
919243,40845,95
919198,40845,93
919255,40845,95
919266,40845,92
918894,38499,59
918906,38499,29
918921,38499,94
918924,38499,82
918933,38499,95
918944,38499,94
919000,38499,17
919017,38499,21
919025,38499,9
919045,38499,20
919062,38499,71
919065,38499,31
919074,38499,87
919084,38499,79
919099,38499,32
919124,38499,67
918894,121160,93
918908,121160,94
918913,121160,100
918928,121160,45
918941,121160,93
918948,121160,93
918955,121160,94
918968,121160,93
918976,121160,93
918992,121160,94
918996,121160,95
919008,121160,93
919015,121160,96
919031,121160,97
919039,121160,95
919047,121160,95
919057,121160,92
919069,121160,93
919078,121160,93
919089,121160,93
919095,121160,98
919108,121160,94
919117,121160,95
919128,121160,93
919138,121160,94
919146,121160,93
919156,121160,93
919164,121160,92
919178,121160,95
919190,121160,95
919207,121160,93
919219,121160,96
919231,121160,94
919239,121160,92
919252,121160,93
919259,121160,95
918894,109345,75
918906,109345,95
918921,109345,94
918924,109345,95
918933,109345,95
918944,109345,94
918954,109345,71
918963,109345,73
918982,109345,24
918985,109345,7
919000,109345,30
919005,109345,20
919017,109345,74
919025,109345,23
919035,109345,25
919045,109345,48
919062,109345,31
919065,109345,94
919074,109345,92
919084,109345,81
919099,109345,93
919122,109345,50
919124,109345,82
919140,109345,93
919145,109345,17
919159,109345,86
919165,109345,15
919173,109345,20
919204,109345,22
919215,109345,94
919224,109345,9
919235,109345,17
919243,109345,11
919198,109345,15
919266,109345,92
918894,11352,93
918906,11352,95
918921,11352,45
918924,11352,61
918944,11352,94
918954,11352,93
918963,11352,94
918982,11352,93
918985,11352,93
919000,11352,95
919005,11352,93
919017,11352,95
919025,11352,94
919035,11352,76
919045,11352,93
919065,11352,94
919074,11352,94
919099,11352,93
919104,11352,17
919122,11352,95
919173,11352,28
919235,11352,93
919243,11352,89
919198,11352,93
919255,11352,95
918894,61366,93
918908,61366,94
918913,61366,100
918928,61366,100
918941,61366,66
918948,61366,93
918955,61366,93
918968,61366,66
918976,61366,80
918992,61366,94
918996,61366,95
919008,61366,89
919015,61366,96
919031,61366,97
919039,61366,95
919047,61366,95
919057,61366,77
919069,61366,93
919078,61366,73
919089,61366,93
919095,61366,96
919108,61366,78
919117,61366,95
919128,61366,93
919138,61366,77
919146,61366,93
919156,61366,93
919164,61366,92
919178,61366,95
919190,61366,95
919207,61366,77
919219,61366,25
919231,61366,89
919239,61366,65
919252,61366,93
919259,61366,67
919269,61366,95
918894,100180,68
918908,100180,30
918913,100180,100
918928,100180,100
918948,100180,65
919039,100180,45
919057,100180,92
919078,100180,13
919089,100180,93
919095,100180,98
919108,100180,27
919117,100180,65
919146,100180,93
919156,100180,29
919164,100180,92
919178,100180,8
919207,100180,7
919219,100180,96
919239,100180,92
919252,100180,32
919198,100180,93
919269,100180,95
918894,20664,93
918908,20664,94
918913,20664,100
918928,20664,100
918941,20664,77
918948,20664,93
918955,20664,75
918968,20664,93
918976,20664,93
918992,20664,94
918996,20664,95
919008,20664,93
919015,20664,89
919031,20664,23
919039,20664,95
919047,20664,95
919057,20664,92
919078,20664,93
919108,20664,94
919128,20664,93
919138,20664,39
919164,20664,86
919178,20664,93
919190,20664,95
919207,20664,93
919219,20664,71
919231,20664,94
919239,20664,92
919259,20664,95
918894,205651,77
918908,205651,45
918913,205651,82
918928,205651,57
918941,205651,64
918955,205651,94
918968,205651,63
918976,205651,17
918992,205651,82
918996,205651,33
919008,205651,93
919015,205651,17
919031,205651,74
919039,205651,50
919047,205651,58
919069,205651,36
919089,205651,83
919095,205651,23
919164,205651,6
919178,205651,10
919190,205651,90
919207,205651,93
919219,205651,25
919231,205651,75
919239,205651,92
919252,205651,79
919198,205651,82
919259,205651,95
919269,205651,36
918894,131897,93
918906,131897,95
918921,131897,94
918924,131897,95
918933,131897,95
918944,131897,94
918954,131897,93
918963,131897,94
918982,131897,93
918985,131897,93
919000,131897,95
919005,131897,93
919017,131897,95
919025,131897,94
919035,131897,94
919045,131897,93
919062,131897,93
919065,131897,94
919074,131897,94
919084,131897,93
919099,131897,93
919104,131897,93
919122,131897,95
919124,131897,93
919140,131897,93
919145,131897,94
919159,131897,94
919165,131897,93
919173,131897,97
919186,131897,94
919204,131897,96
919215,131897,94
919224,131897,95
919235,131897,93
919243,131897,95
919198,131897,93
919255,131897,95
919266,131897,92
918894,43808,93
918906,43808,95
918921,43808,94
918924,43808,95
918933,43808,95
918944,43808,94
918963,43808,94
919025,43808,94
919045,43808,93
919074,43808,94
919084,43808,93
919104,43808,93
919124,43808,93
919186,43808,12
918894,61933,93
918906,61933,95
918921,61933,94
918924,61933,95
918933,61933,95
918944,61933,94
918954,61933,93
918963,61933,73
918982,61933,93
918985,61933,93
919000,61933,95
919005,61933,93
919017,61933,95
919025,61933,94
919035,61933,94
919045,61933,93
919062,61933,93
919065,61933,94
919084,61933,93
919099,61933,93
919104,61933,93
919122,61933,95
919124,61933,93
919140,61933,93
919145,61933,94
919159,61933,94
919165,61933,93
919173,61933,97
919186,61933,94
919204,61933,96
919215,61933,94
919224,61933,95
919235,61933,93
919243,61933,95
919198,61933,93
919255,61933,95
919266,61933,71
918894,66242,93
918906,66242,95
918921,66242,94
918924,66242,95
918933,66242,95
918944,66242,94
918954,66242,93
918963,66242,94
918982,66242,93
918985,66242,93
919000,66242,95
919005,66242,93
919017,66242,95
919025,66242,94
919035,66242,94
919045,66242,93
919062,66242,93
919065,66242,94
919074,66242,94
919084,66242,93
919099,66242,93
919104,66242,93
919122,66242,75
919124,66242,93
919140,66242,93
919145,66242,94
919159,66242,94
919165,66242,93
919173,66242,97
919186,66242,94
919204,66242,96
919215,66242,73
919198,66242,93
919255,66242,95
919266,66242,92
918894,83299,93
918906,83299,95
918921,83299,94
918924,83299,95
918933,83299,95
918944,83299,94
918954,83299,93
918963,83299,94
918982,83299,93
918985,83299,93
919000,83299,95
919005,83299,93
919017,83299,95
919025,83299,94
919035,83299,94
919045,83299,93
919062,83299,93
919065,83299,94
919074,83299,94
919084,83299,93
919099,83299,93
919104,83299,93
919122,83299,95
919124,83299,93
919140,83299,93
919145,83299,94
919159,83299,94
919165,83299,93
919173,83299,97
919186,83299,94
919204,83299,96
919215,83299,94
919224,83299,95
919235,83299,93
919243,83299,95
919198,83299,93
919255,83299,95
919266,83299,92
918894,2513,70
918906,2513,95
918921,2513,3
918944,2513,13
918894,182156,26
918908,182156,69
918913,182156,18
918928,182156,43
918941,182156,16
918948,182156,93
918955,182156,83
918968,182156,93
918976,182156,93
918992,182156,94
918996,182156,86
919008,182156,93
919015,182156,96
919039,182156,92
919047,182156,88
919069,182156,85
919078,182156,67
919089,182156,11
919095,182156,98
919108,182156,94
919117,182156,95
919128,182156,87
919164,182156,92
919178,182156,95
919190,182156,95
919207,182156,93
919219,182156,96
919231,182156,64
919252,182156,93
919198,182156,93
919259,182156,95
919269,182156,95
918894,20529,34
918906,20529,66
918924,20529,13
918933,20529,19
918954,20529,17
918963,20529,84
918982,20529,93
918985,20529,93
919000,20529,78
919005,20529,93
919017,20529,74
919025,20529,85
919035,20529,94
919045,20529,93
919062,20529,22
919065,20529,63
919074,20529,7
919084,20529,14
919099,20529,61
919104,20529,93
919122,20529,95
919124,20529,26
919140,20529,76
919145,20529,72
919159,20529,70
919165,20529,81
919173,20529,97
919186,20529,77
919204,20529,96
919215,20529,66
919224,20529,95
919235,20529,73
919243,20529,28
919255,20529,92
919266,20529,35
918894,83543,18
918906,83543,33
918921,83543,80
918924,83543,95
918933,83543,76
918944,83543,80
918954,83543,17
918963,83543,94
918982,83543,83
918985,83543,93
919000,83543,95
919005,83543,84
919017,83543,95
919025,83543,94
919035,83543,69
919062,83543,93
919065,83543,82
919074,83543,94
919084,83543,12
919099,83543,93
919104,83543,93
919122,83543,95
919145,83543,77
919159,83543,8
919165,83543,78
919173,83543,77
919186,83543,80
919224,83543,50
919235,83543,93
919243,83543,95
919198,83543,93
919255,83543,95
919266,83543,92
918894,103955,16
918908,103955,49
918913,103955,99
918941,103955,93
918948,103955,61
918955,103955,94
918968,103955,93
918992,103955,34
918996,103955,77
919008,103955,83
919015,103955,96
919031,103955,97
919039,103955,95
919047,103955,95
919057,103955,92
919069,103955,93
919078,103955,93
919089,103955,93
919095,103955,41
919108,103955,94
919117,103955,70
919128,103955,85
919138,103955,94
919146,103955,74
919156,103955,93
919190,103955,84
919207,103955,64
919219,103955,96
919231,103955,94
919239,103955,71
919252,103955,93
919259,103955,95
919269,103955,95
918894,165809,10
918908,165809,26
918913,165809,65
918941,165809,29
918948,165809,32
918955,165809,19
918968,165809,30
918976,165809,93
918992,165809,61
918996,165809,9
919008,165809,10
919031,165809,17
919039,165809,3
919047,165809,7
919057,165809,92
919069,165809,8
919078,165809,26
919089,165809,82
919095,165809,81
919108,165809,16
919117,165809,24
919128,165809,8
919138,165809,94
919146,165809,93
919156,165809,93
919164,165809,92
919178,165809,95
919190,165809,11
919207,165809,29
919219,165809,71
919231,165809,19
919239,165809,92
919198,165809,93
919259,165809,23
919269,165809,78
918895,83314,100
918904,83314,94
918945,83314,74
918956,83314,87
918964,83314,45
918976,83314,70
918986,83314,93
918998,83314,64
919006,83314,79
919013,83314,93
919023,83314,85
919038,83314,94
919043,83314,59
919053,83314,71
919065,83314,94
919075,83314,70
919088,83314,95
919096,83314,73
919105,83314,71
919115,83314,63
919125,83314,81
919139,83314,94
919146,83314,93
919160,83314,94
919166,83314,94
919174,83314,45
919192,83314,60
919212,83314,28
919221,83314,16
919223,83314,20
919240,83314,16
919243,83314,14
919254,83314,90
919263,83314,95
918895,17761,100
918904,17761,94
918920,17761,95
918925,17761,93
918937,17761,94
918945,17761,93
918956,17761,94
918964,17761,94
918976,17761,93
918986,17761,93
918998,17761,93
919006,17761,97
919013,17761,93
919023,17761,96
919038,17761,94
919043,17761,95
919053,17761,94
919065,17761,94
919105,17761,96
919115,17761,94
919125,17761,96
919174,17761,93
919192,17761,92
919212,17761,96
919194,17761,94
919221,17761,97
919223,17761,95
919240,17761,94
919243,17761,95
919254,17761,90
919263,17761,95
918895,102380,100
918911,102380,94
918914,102380,93
918927,102380,94
918950,102380,93
918955,102380,94
918973,102380,96
918983,102380,94
918993,102380,29
919029,102380,94
919036,102380,93
919055,102380,92
919076,102380,94
919084,102380,93
919094,102380,92
919114,102380,95
919124,102380,93
919136,102380,67
919153,102380,92
919170,102380,96
919178,102380,95
919194,102380,94
919205,102380,94
919216,102380,95
919250,102380,94
919236,102380,96
919256,102380,95
918895,17878,81
918914,17878,93
918927,17878,78
918934,17878,100
918950,17878,26
918955,17878,94
918965,17878,95
918973,17878,96
918983,17878,94
918993,17878,78
919012,17878,67
919016,17878,20
919029,17878,94
919036,17878,78
919052,17878,95
919066,17878,27
919076,17878,31
919084,17878,93
919103,17878,71
919114,17878,57
919136,17878,41
919151,17878,62
919153,17878,92
919170,17878,16
919178,17878,95
919185,17878,87
919205,17878,94
919216,17878,95
919229,17878,95
919250,17878,81
919236,17878,96
919256,17878,92
918895,40145,100
918904,40145,94
918920,40145,95
918925,40145,93
918937,40145,94
918945,40145,93
918956,40145,94
918964,40145,94
918976,40145,93
918986,40145,93
918998,40145,93
919006,40145,97
919013,40145,93
919023,40145,96
919038,40145,94
919043,40145,95
919053,40145,94
919065,40145,94
919075,40145,93
919088,40145,95
919096,40145,93
919105,40145,96
919115,40145,94
919125,40145,96
919139,40145,94
919146,40145,93
919160,40145,94
919166,40145,94
919174,40145,93
919192,40145,92
919212,40145,96
919194,40145,94
